"team_name","season","buildupplayspeed","buildupplaydribbling","buildupplaydribblingclass","buildupplaypassing","buildupplaypassingclass","buildupplaypositioningclass","chancecreationpassing","chancecreationpassingclass","chancecreationcrossing","chancecreationcrossingclass","chancecreationshooting","chancecreationshootingclass","chancecreationpositioningclass","defencepressure","defencepressureclass","defenceaggression","defenceaggressionclass","defenceteamwidth","defenceteamwidthclass","defencedefenderlineclass","draws","wins","losses"
"Norwich City                                                                                        ","2014",45,28,"Little                                            ",64,"Mixed                                             ","Organised                                         ",55,"Normal                                            ",67,"Lots                                              ",42,"Normal                                            ","Organised                                         ",40,"Medium                                            ",43,"Press                                             ",51,"Normal                                            ","Cover                                             ","5","3","11"
"Norwich City                                                                                        ","2015",45,38,"Normal                                            ",55,"Mixed                                             ","Organised                                         ",46,"Normal                                            ",54,"Normal                                            ",47,"Normal                                            ","Organised                                         ",38,"Medium                                            ",39,"Press                                             ",51,"Normal                                            ","Cover                                             ","5","5","9"
"Novara                                                                                              ","2011",53,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",64,"Normal                                            ",49,"Normal                                            ","Organised                                         ",60,"Medium                                            ",51,"Press                                             ",40,"Normal                                            ","Offside Trap                                      ","6","2","8"
"Novara                                                                                              ","2012",55,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",50,"Normal                                            ",50,"Normal                                            ","Organised                                         ",35,"Medium                                            ",45,"Press                                             ",50,"Normal                                            ","Cover                                             ","5","4","11"
"Novara                                                                                              ","2013",66,NULL,"Little                                            ",62,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",55,"Normal                                            ",61,"Normal                                            ","Organised                                         ",36,"Medium                                            ",49,"Press                                             ",62,"Normal                                            ","Cover                                             ","0","0","0"
"Novara                                                                                              ","2014",66,57,"Normal                                            ",56,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",55,"Normal                                            ",57,"Normal                                            ","Organised                                         ",36,"Medium                                            ",49,"Press                                             ",53,"Normal                                            ","Cover                                             ","0","0","0"
"1. FC Nürnberg                                                                                      ","2010",45,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",40,"Normal                                            ",70,"Lots                                              ",70,"Lots                                              ","Organised                                         ",55,"Medium                                            ",55,"Press                                             ",40,"Normal                                            ","Cover                                             ","8","11","15"
"1. FC Nürnberg                                                                                      ","2011",45,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",47,"Normal                                            ",45,"Normal                                            ",56,"Normal                                            ","Organised                                         ",55,"Medium                                            ",61,"Press                                             ",46,"Normal                                            ","Cover                                             ","7","12","15"
"1. FC Nürnberg                                                                                      ","2012",44,NULL,"Little                                            ",49,"Mixed                                             ","Organised                                         ",51,"Normal                                            ",49,"Normal                                            ",48,"Normal                                            ","Organised                                         ",30,"Deep                                              ",40,"Press                                             ",43,"Normal                                            ","Cover                                             ","8","12","14"
"1. FC Nürnberg                                                                                      ","2013",46,NULL,"Little                                            ",49,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",54,"Normal                                            ",67,"Lots                                              ","Organised                                         ",39,"Medium                                            ",57,"Press                                             ",44,"Normal                                            ","Cover                                             ","17","6","11"
"1. FC Nürnberg                                                                                      ","2014",46,62,"Normal                                            ",38,"Mixed                                             ","Organised                                         ",58,"Normal                                            ",48,"Normal                                            ",55,"Normal                                            ","Organised                                         ",51,"Medium                                            ",50,"Press                                             ",47,"Normal                                            ","Cover                                             ","0","5","12"
"1. FC Nürnberg                                                                                      ","2015",46,58,"Normal                                            ",49,"Mixed                                             ","Organised                                         ",51,"Normal                                            ",52,"Normal                                            ",59,"Normal                                            ","Organised                                         ",30,"Deep                                              ",40,"Press                                             ",44,"Normal                                            ","Cover                                             ","0","0","0"
"CD Numancia                                                                                         ","2010",55,NULL,"Little                                            ",40,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",55,"Normal                                            ",55,"Normal                                            ","Organised                                         ",30,"Deep                                              ",55,"Press                                             ",55,"Normal                                            ","Offside Trap                                      ","0","0","0"
"CD Numancia                                                                                         ","2011",71,NULL,"Little                                            ",53,"Mixed                                             ","Organised                                         ",38,"Normal                                            ",53,"Normal                                            ",53,"Normal                                            ","Organised                                         ",40,"Medium                                            ",49,"Press                                             ",55,"Normal                                            ","Cover                                             ","0","0","0"
"CD Numancia                                                                                         ","2012",44,NULL,"Little                                            ",45,"Mixed                                             ","Organised                                         ",54,"Normal                                            ",41,"Normal                                            ",57,"Normal                                            ","Organised                                         ",50,"Medium                                            ",46,"Press                                             ",62,"Normal                                            ","Cover                                             ","0","0","0"
"CD Numancia                                                                                         ","2013",44,NULL,"Little                                            ",45,"Mixed                                             ","Organised                                         ",54,"Normal                                            ",41,"Normal                                            ",57,"Normal                                            ","Organised                                         ",50,"Medium                                            ",46,"Press                                             ",62,"Normal                                            ","Cover                                             ","0","0","0"
"CD Numancia                                                                                         ","2014",44,48,"Normal                                            ",45,"Mixed                                             ","Organised                                         ",54,"Normal                                            ",41,"Normal                                            ",57,"Normal                                            ","Organised                                         ",50,"Medium                                            ",46,"Press                                             ",62,"Normal                                            ","Cover                                             ","0","0","0"
"CD Numancia                                                                                         ","2015",44,48,"Normal                                            ",45,"Mixed                                             ","Organised                                         ",54,"Normal                                            ",41,"Normal                                            ",57,"Normal                                            ","Organised                                         ",50,"Medium                                            ",46,"Press                                             ",62,"Normal                                            ","Cover                                             ","0","0","0"
"Odra Wodzisław                                                                                      ","2010",30,NULL,"Little                                            ",45,"Mixed                                             ","Organised                                         ",45,"Normal                                            ",40,"Normal                                            ",70,"Lots                                              ","Organised                                         ",70,"High                                              ",70,"Double                                            ",65,"Normal                                            ","Cover                                             ","4","4","5"
"S.C. Olhanense                                                                                      ","2010",45,NULL,"Little                                            ",55,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",60,"Normal                                            ",45,"Normal                                            ","Free Form                                         ",50,"Medium                                            ",45,"Press                                             ",60,"Normal                                            ","Cover                                             ","14","7","9"
"S.C. Olhanense                                                                                      ","2011",65,NULL,"Little                                            ",55,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",50,"Normal                                            ",65,"Normal                                            ","Free Form                                         ",50,"Medium                                            ",45,"Press                                             ",35,"Normal                                            ","Cover                                             ","11","7","11"
"S.C. Olhanense                                                                                      ","2012",45,NULL,"Little                                            ",40,"Mixed                                             ","Organised                                         ",53,"Normal                                            ",37,"Normal                                            ",44,"Normal                                            ","Organised                                         ",37,"Medium                                            ",24,"Contain                                           ",44,"Normal                                            ","Cover                                             ","12","8","9"
"S.C. Olhanense                                                                                      ","2013",45,NULL,"Little                                            ",52,"Mixed                                             ","Organised                                         ",53,"Normal                                            ",37,"Normal                                            ",43,"Normal                                            ","Free Form                                         ",37,"Medium                                            ",31,"Contain                                           ",44,"Normal                                            ","Cover                                             ","8","5","19"
"S.C. Olhanense                                                                                      ","2014",45,62,"Normal                                            ",40,"Mixed                                             ","Organised                                         ",53,"Normal                                            ",37,"Normal                                            ",44,"Normal                                            ","Organised                                         ",37,"Medium                                            ",24,"Contain                                           ",44,"Normal                                            ","Cover                                             ","3","4","9"
"KV Oostende                                                                                         ","2014",52,49,"Normal                                            ",54,"Mixed                                             ","Organised                                         ",45,"Normal                                            ",42,"Normal                                            ",53,"Normal                                            ","Organised                                         ",42,"Medium                                            ",47,"Press                                             ",44,"Normal                                            ","Cover                                             ","6","12","8"
"KV Oostende                                                                                         ","2015",52,49,"Normal                                            ",54,"Mixed                                             ","Organised                                         ",45,"Normal                                            ",42,"Normal                                            ",53,"Normal                                            ","Organised                                         ",42,"Medium                                            ",47,"Press                                             ",44,"Normal                                            ","Cover                                             ","6","14","11"
"CA Osasuna                                                                                          ","2010",35,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",45,"Normal                                            ",65,"Normal                                            ",55,"Normal                                            ","Free Form                                         ",30,"Deep                                              ",65,"Press                                             ",55,"Normal                                            ","Cover                                             ","11","11","17"
"CA Osasuna                                                                                          ","2011",55,NULL,"Little                                            ",54,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",69,"Lots                                              ",68,"Lots                                              ","Free Form                                         ",48,"Medium                                            ",61,"Press                                             ",68,"Wide                                              ","Cover                                             ","10","15","13"
"CA Osasuna                                                                                          ","2012",34,NULL,"Little                                            ",52,"Mixed                                             ","Organised                                         ",55,"Normal                                            ",59,"Normal                                            ",54,"Normal                                            ","Organised                                         ",47,"Medium                                            ",52,"Press                                             ",69,"Wide                                              ","Cover                                             ","13","10","16"
"CA Osasuna                                                                                          ","2013",38,NULL,"Little                                            ",52,"Mixed                                             ","Organised                                         ",55,"Normal                                            ",59,"Normal                                            ",54,"Normal                                            ","Organised                                         ",47,"Medium                                            ",52,"Press                                             ",69,"Wide                                              ","Cover                                             ","7","11","20"
"CA Osasuna                                                                                          ","2014",38,53,"Normal                                            ",52,"Mixed                                             ","Organised                                         ",55,"Normal                                            ",59,"Normal                                            ",54,"Normal                                            ","Organised                                         ",47,"Medium                                            ",52,"Press                                             ",65,"Normal                                            ","Cover                                             ","6","6","9"
"CA Osasuna                                                                                          ","2015",38,53,"Normal                                            ",52,"Mixed                                             ","Organised                                         ",55,"Normal                                            ",59,"Normal                                            ",54,"Normal                                            ","Organised                                         ",47,"Medium                                            ",52,"Press                                             ",69,"Wide                                              ","Cover                                             ","0","0","0"
"Oud-Heverlee Leuven                                                                                 ","2012",52,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",53,"Normal                                            ",54,"Normal                                            ","Organised                                         ",43,"Medium                                            ",44,"Press                                             ",50,"Normal                                            ","Cover                                             ","13","8","12"
"Oud-Heverlee Leuven                                                                                 ","2013",52,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",53,"Normal                                            ",54,"Normal                                            ","Organised                                         ",43,"Medium                                            ",44,"Press                                             ",50,"Normal                                            ","Cover                                             ","2","2","4"
"Oud-Heverlee Leuven                                                                                 ","2014",52,51,"Normal                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",53,"Normal                                            ",54,"Normal                                            ","Organised                                         ",43,"Medium                                            ",44,"Press                                             ",50,"Normal                                            ","Cover                                             ","0","0","0"
"FC Paços de Ferreira                                                                                ","2010",30,NULL,"Little                                            ",30,"Short                                             ","Organised                                         ",50,"Normal                                            ",60,"Normal                                            ",60,"Normal                                            ","Organised                                         ",30,"Deep                                              ",30,"Contain                                           ",30,"Narrow                                            ","Offside Trap                                      ","12","8","10"
"FC Paços de Ferreira                                                                                ","2011",50,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",49,"Normal                                            ",49,"Normal                                            ","Organised                                         ",45,"Medium                                            ",55,"Press                                             ",50,"Normal                                            ","Offside Trap                                      ","7","9","13"
"FC Paços de Ferreira                                                                                ","2012",38,NULL,"Little                                            ",39,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",53,"Normal                                            ",52,"Normal                                            ","Organised                                         ",36,"Medium                                            ",39,"Press                                             ",68,"Wide                                              ","Cover                                             ","12","10","7"
"FC Paços de Ferreira                                                                                ","2013",50,NULL,"Little                                            ",39,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",53,"Normal                                            ",52,"Normal                                            ","Organised                                         ",36,"Medium                                            ",39,"Press                                             ",64,"Normal                                            ","Cover                                             ","8","12","12"
"FC Paços de Ferreira                                                                                ","2014",38,40,"Normal                                            ",39,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",53,"Normal                                            ",52,"Normal                                            ","Organised                                         ",36,"Medium                                            ",39,"Press                                             ",64,"Normal                                            ","Cover                                             ","7","10","13"
"FC Paços de Ferreira                                                                                ","2015",63,40,"Normal                                            ",39,"Mixed                                             ","Organised                                         ",64,"Normal                                            ",53,"Normal                                            ",52,"Normal                                            ","Organised                                         ",36,"Medium                                            ",39,"Press                                             ",64,"Normal                                            ","Cover                                             ","10","12","12"
"SC Paderborn 07                                                                                     ","2010",70,NULL,"Little                                            ",49,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",34,"Normal                                            ",55,"Normal                                            ","Organised                                         ",30,"Deep                                              ",48,"Press                                             ",30,"Narrow                                            ","Cover                                             ","0","0","0"
"SC Paderborn 07                                                                                     ","2011",52,NULL,"Little                                            ",48,"Mixed                                             ","Organised                                         ",49,"Normal                                            ",37,"Normal                                            ",55,"Normal                                            ","Organised                                         ",36,"Medium                                            ",48,"Press                                             ",40,"Normal                                            ","Cover                                             ","0","0","0"
"SC Paderborn 07                                                                                     ","2012",67,NULL,"Little                                            ",59,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",48,"Normal                                            ",68,"Lots                                              ","Organised                                         ",33,"Deep                                              ",52,"Press                                             ",53,"Normal                                            ","Cover                                             ","0","0","0"
"SC Paderborn 07                                                                                     ","2013",67,NULL,"Little                                            ",59,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",48,"Normal                                            ",68,"Lots                                              ","Organised                                         ",40,"Medium                                            ",52,"Press                                             ",53,"Normal                                            ","Cover                                             ","0","0","0"
"SC Paderborn 07                                                                                     ","2014",73,46,"Normal                                            ",55,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",48,"Normal                                            ",63,"Normal                                            ","Organised                                         ",33,"Deep                                              ",55,"Press                                             ",53,"Normal                                            ","Cover                                             ","7","4","6"
"SC Paderborn 07                                                                                     ","2015",67,46,"Normal                                            ",62,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",48,"Normal                                            ",56,"Normal                                            ","Organised                                         ",25,"Deep                                              ",29,"Contain                                           ",54,"Normal                                            ","Cover                                             ","3","3","11"
"Palermo                                                                                             ","2010",63,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",30,"Safe                                              ",30,"Little                                            ",70,"Lots                                              ","Organised                                         ",45,"Medium                                            ",40,"Press                                             ",60,"Normal                                            ","Cover                                             ","9","19","10"
"Palermo                                                                                             ","2011",65,NULL,"Little                                            ",35,"Mixed                                             ","Free Form                                         ",50,"Normal                                            ",65,"Normal                                            ",50,"Normal                                            ","Organised                                         ",35,"Medium                                            ",45,"Press                                             ",50,"Normal                                            ","Cover                                             ","5","15","17"
"Palermo                                                                                             ","2012",60,NULL,"Little                                            ",40,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",35,"Normal                                            ",65,"Normal                                            ","Organised                                         ",45,"Medium                                            ",45,"Press                                             ",50,"Normal                                            ","Cover                                             ","13","8","19"
"Palermo                                                                                             ","2013",66,NULL,"Little                                            ",37,"Mixed                                             ","Free Form                                         ",56,"Normal                                            ",34,"Normal                                            ",63,"Normal                                            ","Free Form                                         ",43,"Medium                                            ",42,"Press                                             ",48,"Normal                                            ","Cover                                             ","8","3","9"
"Palermo                                                                                             ","2014",66,55,"Normal                                            ",37,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",34,"Normal                                            ",63,"Normal                                            ","Organised                                         ",43,"Medium                                            ",42,"Press                                             ",48,"Normal                                            ","Cover                                             ","7","5","4"
"Palermo                                                                                             ","2015",66,66,"Normal                                            ",36,"Mixed                                             ","Organised                                         ",60,"Normal                                            ",34,"Normal                                            ",64,"Normal                                            ","Organised                                         ",44,"Medium                                            ",58,"Press                                             ",50,"Normal                                            ","Cover                                             ","9","12","18"
"Paris Saint-Germain                                                                                 ","2010",50,NULL,"Little                                            ",65,"Mixed                                             ","Organised                                         ",40,"Normal                                            ",65,"Normal                                            ",55,"Normal                                            ","Organised                                         ",70,"High                                              ",70,"Double                                            ",70,"Wide                                              ","Offside Trap                                      ","13","12","13"
"Paris Saint-Germain                                                                                 ","2011",35,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",35,"Normal                                            ",35,"Normal                                            ",50,"Normal                                            ","Organised                                         ",45,"Medium                                            ",55,"Press                                             ",65,"Normal                                            ","Cover                                             ","12","19","7"
"Paris Saint-Germain                                                                                 ","2012",49,NULL,"Little                                            ",41,"Mixed                                             ","Organised                                         ",62,"Normal                                            ",52,"Normal                                            ",60,"Normal                                            ","Organised                                         ",49,"Medium                                            ",46,"Press                                             ",52,"Normal                                            ","Cover                                             ","11","22","5"
"Paris Saint-Germain                                                                                 ","2013",49,NULL,"Little                                            ",41,"Mixed                                             ","Organised                                         ",62,"Normal                                            ",52,"Normal                                            ",60,"Normal                                            ","Organised                                         ",49,"Medium                                            ",46,"Press                                             ",52,"Normal                                            ","Cover                                             ","8","27","3"
"Paris Saint-Germain                                                                                 ","2014",49,70,"Lots                                              ",55,"Mixed                                             ","Organised                                         ",62,"Normal                                            ",61,"Normal                                            ",68,"Lots                                              ","Organised                                         ",57,"Medium                                            ",53,"Press                                             ",56,"Normal                                            ","Cover                                             ","11","24","3"
"Paris Saint-Germain                                                                                 ","2015",49,47,"Normal                                            ",34,"Mixed                                             ","Organised                                         ",62,"Normal                                            ",61,"Normal                                            ",35,"Normal                                            ","Organised                                         ",57,"Medium                                            ",53,"Press                                             ",56,"Normal                                            ","Cover                                             ","6","30","2"
"Parma                                                                                               ","2010",30,NULL,"Little                                            ",30,"Short                                             ","Free Form                                         ",40,"Normal                                            ",60,"Normal                                            ",70,"Lots                                              ","Free Form                                         ",45,"Medium                                            ",30,"Contain                                           ",70,"Wide                                              ","Offside Trap                                      ","13","10","15"
"Parma                                                                                               ","2011",50,NULL,"Little                                            ",30,"Short                                             ","Organised                                         ",48,"Normal                                            ",55,"Normal                                            ",65,"Normal                                            ","Organised                                         ",45,"Medium                                            ",47,"Press                                             ",50,"Normal                                            ","Cover                                             ","10","12","15"
"Parma                                                                                               ","2012",45,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",65,"Normal                                            ",50,"Normal                                            ","Organised                                         ",45,"Medium                                            ",45,"Press                                             ",50,"Normal                                            ","Offside Trap                                      ","10","17","11"
